"Repeat","ratio","theta","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
14,0.74,0.84,0.6,0.54,0.42,0.38,0.18,0.16
14,0.74,0.85,0.78,0.62,0.58,0.5,0.2,0.12
14,0.74,0.86,0.68,0.28,0.52,0.2,0.16,0.08
14,0.74,0.87,0.82,0.4,0.64,0.34,0.18,0.06
14,0.74,0.88,0.68,0.52,0.52,0.38,0.16,0.14
14,0.74,0.89,0.66,0.5,0.56,0.36,0.1,0.14
14,0.74,0.9,0.82,0.4,0.68,0.26,0.14,0.14
14,0.74,0.91,0.7,0.28,0.56,0.22,0.14,0.06
14,0.74,0.92,0.56,0.44,0.48,0.4,0.08,0.04
14,0.74,0.93,0.72,0.36,0.54,0.3,0.18,0.06
14,0.74,0.94,0.72,0.44,0.58,0.36,0.14,0.08
14,0.74,0.95,0.76,0.36,0.6,0.26,0.16,0.1
14,0.74,0.96,0.74,0.46,0.56,0.38,0.18,0.08
14,0.74,0.97,0.6,0.4,0.52,0.32,0.08,0.08
14,0.74,0.98,0.72,0.44,0.54,0.36,0.18,0.08
14,0.74,0.99,0.78,0.48,0.58,0.26,0.2,0.22
14,0.76,0.5,0.54,0.34,0.44,0.28,0.1,0.06
14,0.76,0.51,0.66,0.46,0.5,0.38,0.16,0.08
14,0.76,0.52,0.5,0.52,0.4,0.42,0.1,0.1
14,0.76,0.53,0.66,0.5,0.5,0.38,0.16,0.12
14,0.76,0.54,0.72,0.48,0.58,0.38,0.14,0.1
14,0.76,0.55,0.68,0.38,0.52,0.22,0.16,0.16
14,0.76,0.56,0.78,0.42,0.6,0.28,0.18,0.14
14,0.76,0.57,0.76,0.66,0.58,0.5,0.18,0.16
14,0.76,0.58,0.58,0.38,0.44,0.26,0.14,0.12
14,0.76,0.59,0.6,0.36,0.46,0.28,0.14,0.08
14,0.76,0.6,0.64,0.62,0.58,0.44,0.06,0.18
14,0.76,0.61,0.6,0.5,0.46,0.4,0.14,0.1
14,0.76,0.62,0.68,0.48,0.54,0.38,0.14,0.1
14,0.76,0.63,0.64,0.52,0.42,0.42,0.22,0.1
14,0.76,0.64,0.82,0.62,0.64,0.46,0.18,0.16
14,0.76,0.65,0.58,0.34,0.42,0.22,0.16,0.12
14,0.76,0.66,0.78,0.48,0.62,0.38,0.16,0.1
14,0.76,0.67,0.64,0.34,0.48,0.26,0.16,0.08
14,0.76,0.68,0.6,0.28,0.46,0.14,0.14,0.14
14,0.76,0.69,0.62,0.46,0.5,0.38,0.12,0.08
14,0.76,0.7,0.76,0.56,0.58,0.38,0.18,0.18
14,0.76,0.71,0.8,0.5,0.62,0.34,0.18,0.16
14,0.76,0.72,0.68,0.58,0.52,0.46,0.16,0.12
14,0.76,0.73,0.48,0.5,0.38,0.34,0.1,0.16
14,0.76,0.74,0.56,0.5,0.48,0.42,0.08,0.08
14,0.76,0.75,0.68,0.66,0.52,0.5,0.16,0.16
14,0.76,0.76,0.7,0.3,0.52,0.18,0.18,0.12
14,0.76,0.77,0.7,0.38,0.54,0.34,0.16,0.04
14,0.76,0.78,0.76,0.36,0.58,0.3,0.18,0.06
14,0.76,0.79,0.76,0.38,0.56,0.3,0.2,0.08
14,0.76,0.8,0.66,0.44,0.54,0.3,0.12,0.14
14,0.76,0.81,0.66,0.46,0.46,0.42,0.2,0.04
14,0.76,0.82,0.72,0.6,0.56,0.46,0.16,0.14
14,0.76,0.83,0.64,0.56,0.48,0.42,0.16,0.14
14,0.76,0.84,0.52,0.38,0.36,0.28,0.16,0.1
14,0.76,0.85,0.78,0.58,0.58,0.4,0.2,0.18
14,0.76,0.86,0.58,0.42,0.48,0.32,0.1,0.1
14,0.76,0.87,0.56,0.62,0.42,0.46,0.14,0.16
14,0.76,0.88,0.8,0.52,0.64,0.42,0.16,0.1
14,0.76,0.89,0.74,0.64,0.54,0.44,0.2,0.2
14,0.76,0.9,0.76,0.46,0.56,0.3,0.2,0.16
14,0.76,0.91,0.6,0.36,0.46,0.3,0.14,0.06
14,0.76,0.92,0.56,0.38,0.44,0.28,0.12,0.1
14,0.76,0.93,0.76,0.42,0.62,0.34,0.14,0.08
14,0.76,0.94,0.76,0.48,0.56,0.34,0.2,0.14
14,0.76,0.95,0.74,0.48,0.52,0.34,0.22,0.14
14,0.76,0.96,0.76,0.46,0.66,0.34,0.1,0.12
14,0.76,0.97,0.58,0.42,0.42,0.28,0.16,0.14
14,0.76,0.98,0.8,0.46,0.62,0.38,0.18,0.08
14,0.76,0.99,0.52,0.46,0.46,0.34,0.06,0.12
14,0.78,0.5,0.72,0.26,0.62,0.22,0.1,0.04
14,0.78,0.51,0.62,0.52,0.48,0.38,0.14,0.14
14,0.78,0.52,0.68,0.42,0.5,0.38,0.18,0.04
14,0.78,0.53,0.84,0.38,0.64,0.28,0.2,0.1
14,0.78,0.54,0.64,0.52,0.46,0.38,0.18,0.14
14,0.78,0.55,0.76,0.54,0.66,0.46,0.1,0.08
14,0.78,0.56,0.54,0.42,0.42,0.28,0.12,0.14
14,0.78,0.57,0.72,0.4,0.54,0.32,0.18,0.08
14,0.78,0.58,0.68,0.56,0.54,0.48,0.14,0.08
14,0.78,0.59,0.68,0.42,0.48,0.32,0.2,0.1
14,0.78,0.6,0.52,0.46,0.4,0.36,0.12,0.1
14,0.78,0.61,0.8,0.6,0.66,0.42,0.14,0.18
14,0.78,0.62,0.7,0.48,0.54,0.4,0.16,0.08
14,0.78,0.63,0.74,0.62,0.6,0.46,0.14,0.16
14,0.78,0.64,0.76,0.46,0.6,0.36,0.16,0.1
14,0.78,0.65,0.62,0.4,0.5,0.3,0.12,0.1
14,0.78,0.66,0.76,0.6,0.6,0.44,0.16,0.16
14,0.78,0.67,0.76,0.54,0.62,0.44,0.14,0.1
14,0.78,0.68,0.62,0.42,0.48,0.32,0.14,0.1
14,0.78,0.69,0.72,0.42,0.54,0.3,0.18,0.12
14,0.78,0.7,0.68,0.52,0.56,0.4,0.12,0.12
14,0.78,0.71,0.7,0.56,0.5,0.44,0.2,0.12
14,0.78,0.72,0.68,0.6,0.54,0.46,0.14,0.14
14,0.78,0.73,0.6,0.44,0.48,0.38,0.12,0.06
14,0.78,0.74,0.7,0.62,0.56,0.48,0.14,0.14
14,0.78,0.75,0.66,0.48,0.5,0.4,0.16,0.08
14,0.78,0.76,0.6,0.48,0.5,0.36,0.1,0.12
14,0.78,0.77,0.66,0.5,0.54,0.42,0.12,0.08
14,0.78,0.78,0.82,0.68,0.62,0.54,0.2,0.14
14,0.78,0.79,0.52,0.52,0.42,0.46,0.1,0.06
14,0.78,0.8,0.64,0.46,0.5,0.36,0.14,0.1
14,0.78,0.81,0.56,0.32,0.48,0.26,0.08,0.06
14,0.78,0.82,0.64,0.56,0.54,0.44,0.1,0.12
14,0.78,0.83,0.64,0.44,0.5,0.36,0.14,0.08
14,0.78,0.84,0.7,0.5,0.52,0.44,0.18,0.06
14,0.78,0.85,0.62,0.52,0.48,0.42,0.14,0.1
14,0.78,0.86,0.82,0.4,0.64,0.36,0.18,0.04
14,0.78,0.87,0.7,0.48,0.54,0.36,0.16,0.12
14,0.78,0.88,0.72,0.62,0.6,0.48,0.12,0.14
14,0.78,0.89,0.7,0.56,0.56,0.42,0.14,0.14
14,0.78,0.9,0.76,0.46,0.58,0.34,0.18,0.12
14,0.78,0.91,0.7,0.56,0.52,0.42,0.18,0.14
14,0.78,0.92,0.74,0.5,0.6,0.36,0.14,0.14
14,0.78,0.93,0.52,0.38,0.36,0.34,0.16,0.04
14,0.78,0.94,0.58,0.52,0.46,0.38,0.12,0.14
14,0.78,0.95,0.86,0.48,0.68,0.38,0.18,0.1
14,0.78,0.96,0.64,0.54,0.56,0.42,0.08,0.12
14,0.78,0.97,0.7,0.54,0.58,0.52,0.12,0.02
14,0.78,0.98,0.74,0.54,0.6,0.4,0.14,0.14
14,0.78,0.99,0.76,0.52,0.6,0.4,0.16,0.12
14,0.8,0.5,0.64,0.54,0.52,0.42,0.12,0.12
14,0.8,0.51,0.68,0.42,0.54,0.38,0.14,0.04
14,0.8,0.52,0.64,0.54,0.52,0.42,0.12,0.12
14,0.8,0.53,0.68,0.34,0.52,0.24,0.16,0.1
14,0.8,0.54,0.7,0.52,0.56,0.44,0.14,0.08
14,0.8,0.55,0.66,0.62,0.52,0.52,0.14,0.1
14,0.8,0.56,0.7,0.52,0.52,0.44,0.18,0.08
14,0.8,0.57,0.76,0.4,0.66,0.34,0.1,0.06
14,0.8,0.58,0.68,0.54,0.52,0.44,0.16,0.1
14,0.8,0.59,0.8,0.52,0.62,0.36,0.18,0.16
14,0.8,0.6,0.58,0.4,0.48,0.32,0.1,0.08
14,0.8,0.61,0.74,0.5,0.64,0.44,0.1,0.06
14,0.8,0.62,0.66,0.34,0.54,0.24,0.12,0.1
14,0.8,0.63,0.7,0.6,0.56,0.44,0.14,0.16
14,0.8,0.64,0.78,0.58,0.62,0.5,0.16,0.08
14,0.8,0.65,0.7,0.54,0.56,0.44,0.14,0.1
14,0.8,0.66,0.54,0.32,0.38,0.24,0.16,0.08
14,0.8,0.67,0.8,0.4,0.62,0.34,0.18,0.06
14,0.8,0.68,0.68,0.74,0.54,0.6,0.14,0.14
14,0.8,0.69,0.68,0.48,0.54,0.34,0.14,0.14
14,0.8,0.7,0.72,0.62,0.54,0.46,0.18,0.16
14,0.8,0.71,0.64,0.46,0.48,0.36,0.16,0.1
14,0.8,0.72,0.68,0.54,0.54,0.48,0.14,0.06
14,0.8,0.73,0.7,0.42,0.6,0.36,0.1,0.06
14,0.8,0.74,0.6,0.54,0.5,0.44,0.1,0.1
14,0.8,0.75,0.72,0.36,0.64,0.26,0.08,0.1
14,0.8,0.76,0.62,0.54,0.48,0.46,0.14,0.08
14,0.8,0.77,0.74,0.52,0.58,0.42,0.16,0.1
14,0.8,0.78,0.76,0.58,0.6,0.48,0.16,0.1
14,0.8,0.79,0.74,0.48,0.62,0.36,0.12,0.12
14,0.8,0.8,0.64,0.54,0.5,0.42,0.14,0.12
14,0.8,0.81,0.68,0.42,0.56,0.36,0.12,0.06
14,0.8,0.82,0.68,0.36,0.58,0.3,0.1,0.06
14,0.8,0.83,0.68,0.28,0.56,0.2,0.12,0.08
14,0.8,0.84,0.76,0.5,0.62,0.42,0.14,0.08
14,0.8,0.85,0.7,0.5,0.54,0.42,0.16,0.08
14,0.8,0.86,0.46,0.42,0.36,0.32,0.1,0.1
14,0.8,0.87,0.7,0.38,0.56,0.3,0.14,0.08
14,0.8,0.88,0.44,0.38,0.4,0.32,0.04,0.06
14,0.8,0.89,0.6,0.6,0.56,0.48,0.04,0.12
14,0.8,0.9,0.6,0.3,0.54,0.26,0.06,0.04
14,0.8,0.91,0.72,0.58,0.6,0.5,0.12,0.08
14,0.8,0.92,0.82,0.5,0.64,0.4,0.18,0.1
14,0.8,0.93,0.78,0.44,0.64,0.32,0.14,0.12
14,0.8,0.94,0.62,0.36,0.52,0.28,0.1,0.08
14,0.8,0.95,0.78,0.46,0.64,0.36,0.14,0.1
14,0.8,0.96,0.72,0.56,0.58,0.44,0.14,0.12
14,0.8,0.97,0.7,0.38,0.58,0.28,0.12,0.1
14,0.8,0.98,0.58,0.58,0.5,0.5,0.08,0.08
14,0.8,0.99,0.7,0.44,0.56,0.34,0.14,0.1
14,0.82,0.5,0.7,0.48,0.54,0.4,0.16,0.08
14,0.82,0.51,0.66,0.42,0.58,0.32,0.08,0.1
14,0.82,0.52,0.84,0.46,0.68,0.36,0.16,0.1
14,0.82,0.53,0.74,0.46,0.56,0.34,0.18,0.12
14,0.82,0.54,0.76,0.58,0.68,0.5,0.08,0.08
14,0.82,0.55,0.64,0.58,0.56,0.46,0.08,0.12
14,0.82,0.56,0.66,0.58,0.54,0.48,0.12,0.1
14,0.82,0.57,0.78,0.5,0.6,0.38,0.18,0.12
14,0.82,0.58,0.64,0.5,0.5,0.38,0.14,0.12
14,0.82,0.59,0.66,0.48,0.56,0.4,0.1,0.08
14,0.82,0.6,0.72,0.54,0.6,0.44,0.12,0.1
14,0.82,0.61,0.66,0.42,0.5,0.32,0.16,0.1
14,0.82,0.62,0.74,0.46,0.62,0.36,0.12,0.1
14,0.82,0.63,0.78,0.5,0.62,0.44,0.16,0.06
14,0.82,0.64,0.76,0.58,0.62,0.5,0.14,0.08
14,0.82,0.65,0.78,0.5,0.62,0.42,0.16,0.08
14,0.82,0.66,0.72,0.5,0.58,0.46,0.14,0.04
14,0.82,0.67,0.64,0.4,0.48,0.3,0.16,0.1
14,0.82,0.68,0.58,0.46,0.44,0.38,0.14,0.08
14,0.82,0.69,0.66,0.34,0.58,0.32,0.08,0.02
14,0.82,0.7,0.7,0.52,0.54,0.42,0.16,0.1
14,0.82,0.71,0.6,0.66,0.5,0.5,0.1,0.16
14,0.82,0.72,0.7,0.46,0.6,0.38,0.1,0.08
14,0.82,0.73,0.62,0.34,0.46,0.26,0.16,0.08
14,0.82,0.74,0.8,0.48,0.64,0.4,0.16,0.08
14,0.82,0.75,0.78,0.5,0.62,0.36,0.16,0.14
14,0.82,0.76,0.68,0.6,0.56,0.52,0.12,0.08
14,0.82,0.77,0.66,0.6,0.56,0.48,0.1,0.12
14,0.82,0.78,0.64,0.52,0.48,0.4,0.16,0.12
14,0.82,0.79,0.7,0.52,0.52,0.42,0.18,0.1
14,0.82,0.8,0.74,0.46,0.6,0.32,0.14,0.14
14,0.82,0.81,0.8,0.68,0.68,0.54,0.12,0.14
14,0.82,0.82,0.68,0.44,0.54,0.34,0.14,0.1
14,0.82,0.83,0.54,0.58,0.46,0.5,0.08,0.08
14,0.82,0.84,0.66,0.42,0.58,0.34,0.08,0.08
14,0.82,0.85,0.7,0.42,0.56,0.38,0.14,0.04
14,0.82,0.86,0.54,0.44,0.44,0.34,0.1,0.1
14,0.82,0.87,0.78,0.54,0.62,0.44,0.16,0.1
14,0.82,0.88,0.76,0.48,0.62,0.36,0.14,0.12
14,0.82,0.89,0.72,0.64,0.52,0.52,0.2,0.12
14,0.82,0.9,0.78,0.38,0.66,0.28,0.12,0.1
14,0.82,0.91,0.82,0.6,0.66,0.46,0.16,0.14
14,0.82,0.92,0.78,0.44,0.64,0.38,0.14,0.06
14,0.82,0.93,0.72,0.3,0.56,0.26,0.16,0.04
14,0.82,0.94,0.76,0.54,0.6,0.4,0.16,0.14
14,0.82,0.95,0.86,0.38,0.7,0.32,0.16,0.06
14,0.82,0.96,0.68,0.56,0.62,0.42,0.06,0.14
14,0.82,0.97,0.74,0.58,0.64,0.5,0.1,0.08
14,0.82,0.98,0.64,0.32,0.56,0.26,0.08,0.06
14,0.82,0.99,0.78,0.64,0.64,0.52,0.14,0.12
14,0.84,0.5,0.78,0.54,0.7,0.44,0.08,0.1
14,0.84,0.51,0.78,0.44,0.66,0.36,0.12,0.08
14,0.84,0.52,0.8,0.44,0.68,0.4,0.12,0.04
14,0.84,0.53,0.64,0.44,0.56,0.36,0.08,0.08
14,0.84,0.54,0.62,0.28,0.52,0.2,0.1,0.08
14,0.84,0.55,0.5,0.62,0.38,0.5,0.12,0.12
14,0.84,0.56,0.74,0.3,0.56,0.28,0.18,0.02
14,0.84,0.57,0.82,0.46,0.68,0.34,0.14,0.12
14,0.84,0.58,0.7,0.48,0.6,0.42,0.1,0.06
14,0.84,0.59,0.64,0.52,0.54,0.42,0.1,0.1
14,0.84,0.6,0.58,0.42,0.46,0.32,0.12,0.1
14,0.84,0.61,0.7,0.4,0.58,0.3,0.12,0.1
14,0.84,0.62,0.7,0.44,0.56,0.38,0.14,0.06
14,0.84,0.63,0.68,0.32,0.54,0.24,0.14,0.08
14,0.84,0.64,0.72,0.5,0.58,0.4,0.14,0.1
14,0.84,0.65,0.62,0.6,0.54,0.5,0.08,0.1
14,0.84,0.66,0.74,0.42,0.62,0.34,0.12,0.08
14,0.84,0.67,0.72,0.54,0.58,0.38,0.14,0.16
14,0.84,0.68,0.62,0.56,0.5,0.46,0.12,0.1
14,0.84,0.69,0.72,0.4,0.58,0.32,0.14,0.08
14,0.84,0.7,0.66,0.56,0.54,0.46,0.12,0.1
14,0.84,0.71,0.82,0.36,0.66,0.24,0.16,0.12
14,0.84,0.72,0.78,0.5,0.64,0.42,0.14,0.08
14,0.84,0.73,0.52,0.42,0.44,0.38,0.08,0.04
14,0.84,0.74,0.7,0.48,0.6,0.42,0.1,0.06
14,0.84,0.75,0.68,0.44,0.56,0.34,0.12,0.1
14,0.84,0.76,0.6,0.46,0.5,0.36,0.1,0.1
14,0.84,0.77,0.78,0.46,0.6,0.38,0.18,0.08
14,0.84,0.78,0.76,0.48,0.62,0.34,0.14,0.14
14,0.84,0.79,0.72,0.32,0.62,0.24,0.1,0.08
14,0.84,0.8,0.78,0.4,0.62,0.3,0.16,0.1
14,0.84,0.81,0.5,0.64,0.44,0.54,0.06,0.1
14,0.84,0.82,0.76,0.5,0.68,0.4,0.08,0.1
14,0.84,0.83,0.8,0.54,0.74,0.44,0.06,0.1
14,0.84,0.84,0.7,0.42,0.58,0.36,0.12,0.06
14,0.84,0.85,0.58,0.44,0.48,0.34,0.1,0.1
14,0.84,0.86,0.72,0.44,0.6,0.36,0.12,0.08
14,0.84,0.87,0.6,0.42,0.5,0.34,0.1,0.08
14,0.84,0.88,0.68,0.5,0.56,0.44,0.12,0.06
14,0.84,0.89,0.72,0.52,0.6,0.44,0.12,0.08
14,0.84,0.9,0.76,0.66,0.64,0.48,0.12,0.18
14,0.84,0.91,0.74,0.54,0.64,0.46,0.1,0.08
14,0.84,0.92,0.7,0.44,0.62,0.34,0.08,0.1
14,0.84,0.93,0.7,0.34,0.58,0.3,0.12,0.04
14,0.84,0.94,0.66,0.6,0.54,0.5,0.12,0.1
14,0.84,0.95,0.66,0.5,0.58,0.44,0.08,0.06
14,0.84,0.96,0.74,0.44,0.6,0.38,0.14,0.06
14,0.84,0.97,0.72,0.48,0.6,0.4,0.12,0.08
14,0.84,0.98,0.72,0.58,0.62,0.5,0.1,0.08
14,0.84,0.99,0.74,0.36,0.6,0.26,0.14,0.1
14,0.86,0.5,0.6,0.44,0.5,0.34,0.1,0.1
14,0.86,0.51,0.64,0.42,0.56,0.34,0.08,0.08
14,0.86,0.52,0.72,0.56,0.66,0.44,0.06,0.12
14,0.86,0.53,0.68,0.52,0.56,0.46,0.12,0.06
14,0.86,0.54,0.74,0.54,0.64,0.5,0.1,0.04
14,0.86,0.55,0.7,0.48,0.6,0.4,0.1,0.08
14,0.86,0.56,0.78,0.46,0.66,0.36,0.12,0.1
14,0.86,0.57,0.58,0.44,0.44,0.4,0.14,0.04
14,0.86,0.58,0.88,0.44,0.74,0.42,0.14,0.02
14,0.86,0.59,0.62,0.68,0.5,0.58,0.12,0.1
14,0.86,0.6,0.64,0.62,0.52,0.56,0.12,0.06
14,0.86,0.61,0.72,0.6,0.64,0.52,0.08,0.08
14,0.86,0.62,0.76,0.52,0.66,0.44,0.1,0.08
14,0.86,0.63,0.72,0.52,0.62,0.48,0.1,0.04
14,0.86,0.64,0.62,0.6,0.54,0.52,0.08,0.08
14,0.86,0.65,0.6,0.42,0.52,0.34,0.08,0.08
14,0.86,0.66,0.72,0.54,0.62,0.46,0.1,0.08
14,0.86,0.67,0.72,0.42,0.6,0.38,0.12,0.04
14,0.86,0.68,0.62,0.34,0.54,0.3,0.08,0.04
14,0.86,0.69,0.78,0.52,0.66,0.44,0.12,0.08
14,0.86,0.7,0.76,0.34,0.64,0.28,0.12,0.06
14,0.86,0.71,0.68,0.42,0.58,0.36,0.1,0.06
14,0.86,0.72,0.8,0.5,0.7,0.42,0.1,0.08
14,0.86,0.73,0.6,0.48,0.58,0.4,0.02,0.08
14,0.86,0.74,0.74,0.52,0.62,0.4,0.12,0.12
14,0.86,0.75,0.72,0.52,0.64,0.46,0.08,0.06
14,0.86,0.76,0.74,0.52,0.64,0.46,0.1,0.06
14,0.86,0.77,0.72,0.54,0.64,0.42,0.08,0.12
14,0.86,0.78,0.82,0.5,0.7,0.44,0.12,0.06
14,0.86,0.79,0.72,0.6,0.64,0.52,0.08,0.08
14,0.86,0.8,0.72,0.5,0.6,0.44,0.12,0.06
14,0.86,0.81,0.48,0.5,0.44,0.44,0.04,0.06
14,0.86,0.82,0.7,0.48,0.64,0.4,0.06,0.08
14,0.86,0.83,0.68,0.4,0.56,0.32,0.12,0.08
14,0.86,0.84,0.72,0.46,0.62,0.36,0.1,0.1
14,0.86,0.85,0.74,0.62,0.66,0.5,0.08,0.12
14,0.86,0.86,0.78,0.54,0.66,0.46,0.12,0.08
14,0.86,0.87,0.8,0.6,0.7,0.5,0.1,0.1
14,0.86,0.88,0.54,0.4,0.48,0.34,0.06,0.06
14,0.86,0.89,0.72,0.48,0.6,0.42,0.12,0.06
14,0.86,0.9,0.76,0.54,0.7,0.46,0.06,0.08
14,0.86,0.91,0.72,0.5,0.62,0.44,0.1,0.06
14,0.86,0.92,0.7,0.46,0.62,0.36,0.08,0.1
14,0.86,0.93,0.66,0.38,0.56,0.34,0.1,0.04
14,0.86,0.94,0.68,0.54,0.56,0.46,0.12,0.08
14,0.86,0.95,0.72,0.54,0.6,0.42,0.12,0.12
14,0.86,0.96,0.74,0.36,0.66,0.26,0.08,0.1
14,0.86,0.97,0.7,0.64,0.62,0.56,0.08,0.08
14,0.86,0.98,0.74,0.5,0.64,0.4,0.1,0.1
14,0.86,0.99,0.76,0.52,0.7,0.4,0.06,0.12
14,0.88,0.5,0.66,0.5,0.56,0.42,0.1,0.08
14,0.88,0.51,0.76,0.44,0.68,0.36,0.08,0.08
14,0.88,0.52,0.7,0.48,0.6,0.42,0.1,0.06
14,0.88,0.53,0.76,0.48,0.66,0.42,0.1,0.06
14,0.88,0.54,0.8,0.66,0.7,0.56,0.1,0.1
14,0.88,0.55,0.62,0.42,0.56,0.36,0.06,0.06
14,0.88,0.56,0.6,0.26,0.54,0.24,0.06,0.02
14,0.88,0.57,0.66,0.52,0.56,0.44,0.1,0.08
14,0.88,0.58,0.82,0.58,0.7,0.52,0.12,0.06
14,0.88,0.59,0.6,0.46,0.5,0.42,0.1,0.04
14,0.88,0.6,0.58,0.44,0.54,0.36,0.04,0.08
14,0.88,0.61,0.72,0.58,0.6,0.5,0.12,0.08
14,0.88,0.62,0.72,0.42,0.64,0.32,0.08,0.1
14,0.88,0.63,0.6,0.5,0.58,0.44,0.02,0.06
14,0.88,0.64,0.7,0.6,0.64,0.52,0.06,0.08
14,0.88,0.65,0.7,0.64,0.58,0.56,0.12,0.08
14,0.88,0.66,0.58,0.46,0.48,0.36,0.1,0.1
14,0.88,0.67,0.7,0.28,0.64,0.28,0.06,0
14,0.88,0.68,0.68,0.5,0.62,0.42,0.06,0.08
14,0.88,0.69,0.74,0.4,0.66,0.36,0.08,0.04
14,0.88,0.7,0.78,0.6,0.7,0.5,0.08,0.1
14,0.88,0.71,0.64,0.54,0.56,0.48,0.08,0.06
14,0.88,0.72,0.7,0.54,0.6,0.46,0.1,0.08
14,0.88,0.73,0.74,0.48,0.66,0.42,0.08,0.06
14,0.88,0.74,0.68,0.58,0.62,0.52,0.06,0.06
14,0.88,0.75,0.7,0.38,0.62,0.36,0.08,0.02
14,0.88,0.76,0.8,0.38,0.68,0.38,0.12,0
14,0.88,0.77,0.76,0.58,0.68,0.5,0.08,0.08
14,0.88,0.78,0.7,0.38,0.6,0.32,0.1,0.06
14,0.88,0.79,0.78,0.52,0.68,0.46,0.1,0.06
14,0.88,0.8,0.64,0.54,0.56,0.48,0.08,0.06
14,0.88,0.81,0.72,0.5,0.66,0.42,0.06,0.08
14,0.88,0.82,0.64,0.56,0.54,0.52,0.1,0.04
14,0.88,0.83,0.6,0.18,0.5,0.16,0.1,0.02
14,0.88,0.84,0.76,0.42,0.66,0.38,0.1,0.04
14,0.88,0.85,0.76,0.56,0.66,0.48,0.1,0.08
14,0.88,0.86,0.78,0.54,0.68,0.5,0.1,0.04
14,0.88,0.87,0.82,0.44,0.72,0.36,0.1,0.08
14,0.88,0.88,0.7,0.56,0.64,0.48,0.06,0.08
14,0.88,0.89,0.7,0.48,0.62,0.42,0.08,0.06
14,0.88,0.9,0.7,0.38,0.64,0.34,0.06,0.04
14,0.88,0.91,0.88,0.48,0.78,0.44,0.1,0.04
14,0.88,0.92,0.66,0.5,0.56,0.4,0.1,0.1
14,0.88,0.93,0.72,0.54,0.62,0.5,0.1,0.04
14,0.88,0.94,0.64,0.42,0.6,0.38,0.04,0.04
14,0.88,0.95,0.72,0.46,0.62,0.42,0.1,0.04
14,0.88,0.96,0.7,0.52,0.66,0.42,0.04,0.1
14,0.88,0.97,0.64,0.4,0.56,0.36,0.08,0.04
14,0.88,0.98,0.58,0.34,0.54,0.28,0.04,0.06
14,0.88,0.99,0.68,0.38,0.62,0.36,0.06,0.02
14,0.9,0.5,0.6,0.46,0.5,0.38,0.1,0.08
14,0.9,0.51,0.68,0.48,0.62,0.4,0.06,0.08
14,0.9,0.52,0.82,0.5,0.74,0.44,0.08,0.06
14,0.9,0.53,0.66,0.36,0.58,0.36,0.08,0
14,0.9,0.54,0.78,0.44,0.7,0.42,0.08,0.02
14,0.9,0.55,0.72,0.54,0.66,0.48,0.06,0.06
14,0.9,0.56,0.7,0.44,0.6,0.4,0.1,0.04
14,0.9,0.57,0.76,0.46,0.66,0.4,0.1,0.06
14,0.9,0.58,0.6,0.48,0.52,0.46,0.08,0.02
14,0.9,0.59,0.6,0.56,0.56,0.52,0.04,0.04
14,0.9,0.6,0.78,0.68,0.7,0.64,0.08,0.04
14,0.9,0.61,0.76,0.6,0.7,0.54,0.06,0.06
14,0.9,0.62,0.78,0.5,0.7,0.46,0.08,0.04
14,0.9,0.63,0.68,0.3,0.58,0.26,0.1,0.04
14,0.9,0.64,0.58,0.52,0.54,0.44,0.04,0.08
14,0.9,0.65,0.68,0.46,0.62,0.42,0.06,0.04
14,0.9,0.66,0.66,0.38,0.62,0.36,0.04,0.02
14,0.9,0.67,0.72,0.52,0.64,0.46,0.08,0.06
14,0.9,0.68,0.68,0.52,0.6,0.46,0.08,0.06
14,0.9,0.69,0.58,0.5,0.56,0.46,0.02,0.04
14,0.9,0.7,0.76,0.6,0.7,0.58,0.06,0.02
14,0.9,0.71,0.7,0.5,0.6,0.46,0.1,0.04
14,0.9,0.72,0.6,0.66,0.54,0.56,0.06,0.1
14,0.9,0.73,0.66,0.4,0.58,0.32,0.08,0.08
14,0.9,0.74,0.64,0.32,0.6,0.28,0.04,0.04
14,0.9,0.75,0.7,0.48,0.62,0.4,0.08,0.08
14,0.9,0.76,0.58,0.52,0.56,0.48,0.02,0.04
14,0.9,0.77,0.76,0.48,0.68,0.42,0.08,0.06
14,0.9,0.78,0.66,0.6,0.62,0.56,0.04,0.04
14,0.9,0.79,0.66,0.66,0.58,0.56,0.08,0.1
14,0.9,0.8,0.7,0.42,0.66,0.36,0.04,0.06
14,0.9,0.81,0.58,0.5,0.54,0.44,0.04,0.06
14,0.9,0.82,0.66,0.3,0.6,0.22,0.06,0.08
14,0.9,0.83,0.7,0.4,0.64,0.36,0.06,0.04
14,0.9,0.84,0.58,0.44,0.54,0.38,0.04,0.06
14,0.9,0.85,0.54,0.38,0.5,0.34,0.04,0.04
14,0.9,0.86,0.68,0.44,0.6,0.4,0.08,0.04
14,0.9,0.87,0.76,0.46,0.68,0.42,0.08,0.04
14,0.9,0.88,0.7,0.62,0.66,0.54,0.04,0.08
14,0.9,0.89,0.72,0.38,0.68,0.34,0.04,0.04
14,0.9,0.9,0.72,0.66,0.66,0.62,0.06,0.04
14,0.9,0.91,0.66,0.46,0.6,0.42,0.06,0.04
14,0.9,0.92,0.78,0.6,0.7,0.54,0.08,0.06
